Date,Price
2020-10,4000
2020-11,1200
2020-12,980
2021-01,700
2021-02,1000
2021-03,550
2021-04,3025
2021-05,3140
2021-06,2580
2021-07,2341
2021-08,2620
2021-09,2704
2021-10,2738
2021-11,2936
2021-12,2918
2022-01,2609
2022-02,2341
2022-03,2111
2022-04,2300
2022-05,1438
2022-06,1098
2022-07,1057
2022-08,957
2022-09,834
2022-10,1105
2022-11,1503
