Date,Price,Last,Future,Difference
10/21/2022,1499,1499,1499,0
10/22/2022,1499,1499,1499,0
10/23/2022,1499,1499,1499,0
10/24/2022,1499,1499,1499,0
10/25/2022,1499,1499,1499,0
10/26/2022,1499,1499,1499,0
10/27/2022,1499,1499,1499,0
10/28/2022,1499,1499,1499,0
10/29/2022,1499,1499,1495,0
10/30/2022,1495,1499,1495,-4
10/31/2022,1495,1495,1495,0
11/1/2022,1495,1495,1499,0
11/2/2022,1499,1495,1495,4
11/3/2022,1499,1499,1450,0
11/4/2022,1450,1499,1450,-49
11/5/2022,1450,1450,1450,0
11/6/2022,1450,1450,1450,0
11/7/2022,1450,1450,1499,0
11/8/2022,1499,1450,1499,49
11/9/2022,1499,1499,1499,0
11/10/2022,1499,1499,1499,0
11/11/2022,1499,1499,1499,0
11/12/2022,1499,1499,1499,0
